Crime Type,Loss Amount,State/Territory,Year
Gambling,"$351,567",Massachusetts,2021
Government Impersonation,"$193,998",Massachusetts,2021
Hacktivist,"$26,631",Massachusetts,2021
Harassment/Threats of Violence,"$764,450",Massachusetts,2021
Health Care Related,"$5,418,260",Massachusetts,2021
IPR/Copyright and Counterfeit,"$557,004",Massachusetts,2021
Identity Theft,$0,Massachusetts,2021
Investment,$0,Massachusetts,2021
Lottery/Sweepstakes/Inheritance,"$2,566,588",Massachusetts,2021
Malware/Scareware/Virus,"$682,762",Massachusetts,2021
Misrepresentation,"$252,157",Massachusetts,2021
No Lead Value,"$1,574,357",Massachusetts,2021
Non-payment/Non-Delivery,"$105,193",Massachusetts,2021
Other,$0,Massachusetts,2021
Overpayment,$0,Massachusetts,2021
Personal Data Breach,"$1,822,691",Massachusetts,2021
Phishing/Vishing/Smishing/Pharming,"$120,314",Massachusetts,2021
Ransomware,"$729,393",Massachusetts,2021
Re-shipping,"$104,000",Massachusetts,2021
Social Media,"$1,107,798",Massachusetts,2021
Virtual Currency,"$4,000,865",Massachusetts,2021
Advanced Fee,"$401,441",Michigan,2021
BEC/EAC,"$5,692,175",Michigan,2021
Charity,"$197,028",Michigan,2021
Civil Matter,"$43,881",Michigan,2021
Confidence Fraud/Romance,"$12,806,968",Michigan,2021
Corporate Data Breach,"$42,237",Michigan,2021
Credit Card Fraud,"$882,810",Michigan,2021
Crimes Against Children,$0,Michigan,2021
Criminal Forums,$0,Michigan,2021
Denial of Service/TDos,"$176,594",Michigan,2021
Employment,"$120,662",Michigan,2021
Extortion,$0,Michigan,2021
Gambling,"$101,501",Michigan,2021
Government Impersonation,"$1,125",Michigan,2021
Hacktivist,"$270,528",Michigan,2021
Harassment/Threats of Violence,"$1,105,296",Michigan,2021
Health Care Related,"$7,290,537",Michigan,2021
IPR/Copyright and Counterfeit,"$1,206,587",Michigan,2021
Identity Theft,$915,Michigan,2021
Investment,"$1,000",Michigan,2021
Lottery/Sweepstakes/Inheritance,"$1,469,280",Michigan,2021
Malware/Scareware/Virus,"$145,895",Michigan,2021
Misrepresentation,"$513,511",Michigan,2021
No Lead Value,"$616,493",Michigan,2021
Non-payment/Non-Delivery,"$711,074",Michigan,2021
Other,"$10,000",Michigan,2021
Overpayment,"$8,000",Michigan,2021
Personal Data Breach,"$823,715",Michigan,2021
Phishing/Vishing/Smishing/Pharming,"$789,484",Michigan,2021
Ransomware,"$1,288,305",Michigan,2021
Re-shipping,"$36,844",Michigan,2021
Social Media,"$473,003",Michigan,2021
Virtual Currency,"$6,667,532",Michigan,2021
Advanced Fee,"$385,211",Minnesota,2021
BEC/EAC,"$8,488,222",Minnesota,2021
Charity,"$49,970",Minnesota,2021
Civil Matter,$0,Minnesota,2021
Confidence Fraud/Romance,"$4,478,664",Minnesota,2021
Corporate Data Breach,$769,Minnesota,2021
Credit Card Fraud,"$74,895",Minnesota,2021
Crimes Against Children,$0,Minnesota,2021
Criminal Forums,$0,Minnesota,2021
Denial of Service/TDos,"$579,120",Minnesota,2021
Employment,"$29,670",Minnesota,2021
Extortion,$0,Minnesota,2021
Gambling,"$545,000",Minnesota,2021
Government Impersonation,$0,Minnesota,2021
Hacktivist,"$66,743",Minnesota,2021
Harassment/Threats of Violence,"$333,052",Minnesota,2021
Health Care Related,"$343,903",Minnesota,2021
IPR/Copyright and Counterfeit,"$661,017",Minnesota,2021
Identity Theft,$0,Minnesota,2021
Investment,$0,Minnesota,2021
Lottery/Sweepstakes/Inheritance,"$1,370,299",Minnesota,2021
Malware/Scareware/Virus,"$45,896",Minnesota,2021
Misrepresentation,"$515,937",Minnesota,2021
No Lead Value,"$131,757",Minnesota,2021
Non-payment/Non-Delivery,"$37,935",Minnesota,2021
Other,$0,Minnesota,2021
Overpayment,$0,Minnesota,2021
Personal Data Breach,"$1,988,731",Minnesota,2021
Phishing/Vishing/Smishing/Pharming,"$123,154",Minnesota,2021
Ransomware,"$673,362",Minnesota,2021
Re-shipping,"$18,260",Minnesota,2021
Social Media,"$146,021",Minnesota,2021
Virtual Currency,"$244,972",Minnesota,2021
Advanced Fee,"$158,746",Mississippi,2021
BEC/EAC,"$326,209",Mississippi,2021
Charity,$100,Mississippi,2021
Civil Matter,$0,Mississippi,2021
Confidence Fraud/Romance,"$1,601,905",Mississippi,2021
Corporate Data Breach,$0,Mississippi,2021
Credit Card Fraud,"$20,237",Mississippi,2021
Crimes Against Children,$0,Mississippi,2021
Criminal Forums,$0,Mississippi,2021
Denial of Service/TDos,$98,Mississippi,2021
Employment,"$12,675",Mississippi,2021
Extortion,$0,Mississippi,2021
Gambling,"$87,350",Mississippi,2021
Government Impersonation,$0,Mississippi,2021
Hacktivist,"$88,668",Mississippi,2021
Harassment/Threats of Violence,"$117,226",Mississippi,2021
Health Care Related,"$367,050",Mississippi,2021
IPR/Copyright and Counterfeit,"$135,639",Mississippi,2021
Identity Theft,$0,Mississippi,2021
Investment,$0,Mississippi,2021
Lottery/Sweepstakes/Inheritance,"$1,360,924",Mississippi,2021
Malware/Scareware/Virus,"$32,913",Mississippi,2021
Misrepresentation,"$6,479",Mississippi,2021
No Lead Value,"$29,781",Mississippi,2021
Non-payment/Non-Delivery,"$1,100",Mississippi,2021
Other,$0,Mississippi,2021
Overpayment,$0,Mississippi,2021
Personal Data Breach,"$156,336",Mississippi,2021
Phishing/Vishing/Smishing/Pharming,"$63,510",Mississippi,2021
Ransomware,"$6,344",Mississippi,2021
Re-shipping,"$8,036",Mississippi,2021
Social Media,"$325,574",Mississippi,2021
Virtual Currency,"$404,742",Mississippi,2021
Advanced Fee,"$334,179",Missouri,2021
BEC/EAC,"$6,218,584",Missouri,2021
Charity,"$427,500",Missouri,2021
Civil Matter,"$100,001",Missouri,2021
Confidence Fraud/Romance,"$3,202,549",Missouri,2021
Corporate Data Breach,"$97,606",Missouri,2021
Credit Card Fraud,"$417,064",Missouri,2021
Crimes Against Children,$0,Missouri,2021
Criminal Forums,$0,Missouri,2021
Denial of Service/TDos,"$338,417",Missouri,2021
Employment,"$119,103",Missouri,2021
Extortion,"$1,050",Missouri,2021
Gambling,"$93,240",Missouri,2021
Government Impersonation,"$19,800",Missouri,2021
Hacktivist,"$45,043",Missouri,2021
Harassment/Threats of Violence,"$1,319,147",Missouri,2021
Health Care Related,"$1,111,692",Missouri,2021
IPR/Copyright and Counterfeit,"$187,556",Missouri,2021
Identity Theft,$883,Missouri,2021
Investment,$0,Missouri,2021
Lottery/Sweepstakes/Inheritance,"$1,767,699",Missouri,2021
Malware/Scareware/Virus,"$132,475",Missouri,2021
Misrepresentation,"$465,911",Missouri,2021
No Lead Value,"$162,482",Missouri,2021
Non-payment/Non-Delivery,$399,Missouri,2021
Other,"$5,000",Missouri,2021
Overpayment,$0,Missouri,2021
Personal Data Breach,"$650,555",Missouri,2021
Phishing/Vishing/Smishing/Pharming,"$285,600",Missouri,2021
Ransomware,"$150,933",Missouri,2021
Re-shipping,"$1,000",Missouri,2021
Social Media,"$807,879",Missouri,2021
Virtual Currency,"$1,154,886",Missouri,2021
Advanced Fee,"$181,859",Montana,2021
BEC/EAC,"$185,937",Montana,2021
Charity,$0,Montana,2021
Civil Matter,$0,Montana,2021
Confidence Fraud/Romance,"$278,657",Montana,2021
Corporate Data Breach,$0,Montana,2021
Credit Card Fraud,"$24,269",Montana,2021
Crimes Against Children,$0,Montana,2021
Criminal Forums,$0,Montana,2021
Denial of Service/TDos,"$16,985",Montana,2021
Employment,"$11,736",Montana,2021
Extortion,$0,Montana,2021
Gambling,$375,Montana,2021
Government Impersonation,$0,Montana,2021
Hacktivist,$60,Montana,2021
Harassment/Threats of Violence,"$184,717",Montana,2021
Health Care Related,"$331,540",Montana,2021
IPR/Copyright and Counterfeit,"$54,508",Montana,2021
Identity Theft,$0,Montana,2021
Investment,$0,Montana,2021
Lottery/Sweepstakes/Inheritance,"$1,524,568",Montana,2021
Malware/Scareware/Virus,"$4,200",Montana,2021
Misrepresentation,"$1,450",Montana,2021
No Lead Value,"$7,781",Montana,2021
Non-payment/Non-Delivery,$525,Montana,2021
Other,$0,Montana,2021
Overpayment,$0,Montana,2021
Personal Data Breach,"$26,533",Montana,2021
Phishing/Vishing/Smishing/Pharming,"$49,295",Montana,2021
Ransomware,"$146,829",Montana,2021
Re-shipping,$0,Montana,2021
Social Media,"$221,084",Montana,2021
Virtual Currency,"$527,283",Montana,2021
Advanced Fee,"$66,452",Nebraska,2021
BEC/EAC,"$383,329",Nebraska,2021
Charity,$0,Nebraska,2021
Civil Matter,$0,Nebraska,2021
Confidence Fraud/Romance,"$2,056,286",Nebraska,2021
Corporate Data Breach,"$1,059",Nebraska,2021
Credit Card Fraud,"$25,203",Nebraska,2021
Crimes Against Children,$0,Nebraska,2021
Criminal Forums,$0,Nebraska,2021
Denial of Service/TDos,"$33,265",Nebraska,2021
Employment,"$2,249",Nebraska,2021
Extortion,$3,Nebraska,2021
Gambling,"$7,269",Nebraska,2021
Government Impersonation,$0,Nebraska,2021
Hacktivist,$239,Nebraska,2021
Harassment/Threats of Violence,"$23,664",Nebraska,2021
Health Care Related,"$201,171",Nebraska,2021
IPR/Copyright and Counterfeit,"$387,450",Nebraska,2021
Identity Theft,$0,Nebraska,2021
Investment,$0,Nebraska,2021
Lottery/Sweepstakes/Inheritance,"$1,741,345",Nebraska,2021
Malware/Scareware/Virus,"$42,700",Nebraska,2021
Misrepresentation,"$30,503",Nebraska,2021
No Lead Value,"$135,735",Nebraska,2021
Non-payment/Non-Delivery,$686,Nebraska,2021
Other,$0,Nebraska,2021
Overpayment,$0,Nebraska,2021
Personal Data Breach,"$68,783",Nebraska,2021
Phishing/Vishing/Smishing/Pharming,"$31,785",Nebraska,2021
Ransomware,"$83,791",Nebraska,2021
Re-shipping,$150,Nebraska,2021
Social Media,"$298,352",Nebraska,2021
Virtual Currency,"$304,202",Nebraska,2021
Advanced Fee,"$764,887",Nevada,2021
BEC/EAC,"$4,898,553",Nevada,2021
Charity,"$143,780",Nevada,2021
Civil Matter,$0,Nevada,2021
Confidence Fraud/Romance,"$8,007,575",Nevada,2021
Corporate Data Breach,"$66,463",Nevada,2021
Credit Card Fraud,"$1,584,685",Nevada,2021
Crimes Against Children,$0,Nevada,2021
Criminal Forums,$0,Nevada,2021
Denial of Service/TDos,"$411,432",Nevada,2021
Employment,"$918,889",Nevada,2021
Extortion,$555,Nevada,2021
Gambling,"$589,150",Nevada,2021
Government Impersonation,$500,Nevada,2021
Hacktivist,"$157,662",Nevada,2021
Harassment/Threats of Violence,"$1,049,815",Nevada,2021
Health Care Related,"$14,950,282",Nevada,2021
IPR/Copyright and Counterfeit,"$626,891",Nevada,2021
Identity Theft,$0,Nevada,2021
Investment,$0,Nevada,2021
Lottery/Sweepstakes/Inheritance,"$2,611,033",Nevada,2021
Malware/Scareware/Virus,"$600,769",Nevada,2021
Misrepresentation,"$991,663",Nevada,2021
No Lead Value,"$1,556,934",Nevada,2021
Non-payment/Non-Delivery,"$25,457",Nevada,2021
Other,"$38,675",Nevada,2021
Overpayment,$0,Nevada,2021
Personal Data Breach,"$5,938,917",Nevada,2021
Phishing/Vishing/Smishing/Pharming,"$617,118",Nevada,2021
Ransomware,"$4,832,177",Nevada,2021
Re-shipping,"$6,879",Nevada,2021
Social Media,"$697,880",Nevada,2021
Virtual Currency,"$14,212,235",Nevada,2021
Advanced Fee,"$12,310",New Hampshire,2021
BEC/EAC,"$2,414,362",New Hampshire,2021
Charity,$400,New Hampshire,2021
Civil Matter,$0,New Hampshire,2021
Confidence Fraud/Romance,"$1,079,863",New Hampshire,2021
Corporate Data Breach,"$10,900",New Hampshire,2021
Credit Card Fraud,"$7,927",New Hampshire,2021
Crimes Against Children,$0,New Hampshire,2021
Criminal Forums,$0,New Hampshire,2021
Denial of Service/TDos,"$122,940",New Hampshire,2021
Employment,"$2,890",New Hampshire,2021
Extortion,$0,New Hampshire,2021
Gambling,"$48,650",New Hampshire,2021
Government Impersonation,$0,New Hampshire,2021
Hacktivist,"$20,056",New Hampshire,2021
Harassment/Threats of Violence,"$17,821",New Hampshire,2021
Health Care Related,"$578,029",New Hampshire,2021
IPR/Copyright and Counterfeit,"$165,400",New Hampshire,2021
Identity Theft,$0,New Hampshire,2021
Investment,$0,New Hampshire,2021
Lottery/Sweepstakes/Inheritance,"$423,469",New Hampshire,2021
Malware/Scareware/Virus,"$50,974",New Hampshire,2021
Misrepresentation,"$12,530",New Hampshire,2021
No Lead Value,"$89,962",New Hampshire,2021
Non-payment/Non-Delivery,"$1,150",New Hampshire,2021
Other,$0,New Hampshire,2021
Overpayment,$0,New Hampshire,2021
Personal Data Breach,"$1,808,007",New Hampshire,2021
Phishing/Vishing/Smishing/Pharming,"$91,627",New Hampshire,2021
Ransomware,"$32,794",New Hampshire,2021
Re-shipping,$300,New Hampshire,2021
Social Media,"$304,750",New Hampshire,2021
Virtual Currency,"$406,832",New Hampshire,2021
Advanced Fee,"$2,020,083",New Jersey,2021
BEC/EAC,"$14,597,263",New Jersey,2021
Charity,"$1,654,594",New Jersey,2021
Civil Matter,"$1,590,816",New Jersey,2021
Confidence Fraud/Romance,"$9,691,035",New Jersey,2021
Corporate Data Breach,"$13,951",New Jersey,2021
Credit Card Fraud,"$621,186",New Jersey,2021
Crimes Against Children,$0,New Jersey,2021
Criminal Forums,$0,New Jersey,2021
Denial of Service/TDos,"$504,049",New Jersey,2021
Employment,"$652,586",New Jersey,2021
Extortion,$0,New Jersey,2021
Gambling,"$98,742",New Jersey,2021
Government Impersonation,$345,New Jersey,2021
Hacktivist,"$388,345",New Jersey,2021
Harassment/Threats of Violence,"$1,181,503",New Jersey,2021
Health Care Related,"$9,729,729",New Jersey,2021
IPR/Copyright and Counterfeit,"$429,001",New Jersey,2021
Identity Theft,"$1,084",New Jersey,2021
Investment,$0,New Jersey,2021
Lottery/Sweepstakes/Inheritance,"$1,961,522",New Jersey,2021
Malware/Scareware/Virus,"$634,372",New Jersey,2021
Misrepresentation,"$221,662",New Jersey,2021
No Lead Value,"$1,643,389",New Jersey,2021
Non-payment/Non-Delivery,"$42,233",New Jersey,2021
Other,$0,New Jersey,2021
Overpayment,"$24,400",New Jersey,2021
Personal Data Breach,"$2,325,589",New Jersey,2021
Phishing/Vishing/Smishing/Pharming,"$798,544",New Jersey,2021
Ransomware,"$2,394,651",New Jersey,2021
Re-shipping,"$236,313",New Jersey,2021
Social Media,"$920,513",New Jersey,2021
Virtual Currency,"$7,724,564",New Jersey,2021
Advanced Fee,"$126,193",New Mexico,2021
BEC/EAC,"$90,554",New Mexico,2021
Charity,"$2,600,000",New Mexico,2021
Civil Matter,$0,New Mexico,2021
Confidence Fraud/Romance,"$451,573",New Mexico,2021
Corporate Data Breach,"$117,400",New Mexico,2021
Credit Card Fraud,"$75,357",New Mexico,2021
Crimes Against Children,$0,New Mexico,2021
Criminal Forums,$0,New Mexico,2021
Denial of Service/TDos,"$16,001",New Mexico,2021
Employment,"$152,016",New Mexico,2021
Extortion,$0,New Mexico,2021
Gambling,"$610,606",New Mexico,2021
Government Impersonation,$250,New Mexico,2021
Hacktivist,"$209,409",New Mexico,2021
Harassment/Threats of Violence,"$99,654",New Mexico,2021
Health Care Related,"$65,135",New Mexico,2021
IPR/Copyright and Counterfeit,"$508,300",New Mexico,2021
Identity Theft,$0,New Mexico,2021
Investment,$0,New Mexico,2021
Lottery/Sweepstakes/Inheritance,"$663,370",New Mexico,2021
Malware/Scareware/Virus,"$92,595",New Mexico,2021
Misrepresentation,"$24,588",New Mexico,2021
No Lead Value,"$605,841",New Mexico,2021
Non-payment/Non-Delivery,"$7,970",New Mexico,2021
Other,$0,New Mexico,2021
Overpayment,$0,New Mexico,2021
Personal Data Breach,"$124,639",New Mexico,2021
Phishing/Vishing/Smishing/Pharming,"$20,245",New Mexico,2021
Ransomware,"$56,907",New Mexico,2021
Re-shipping,$0,New Mexico,2021
Social Media,"$348,520",New Mexico,2021
Virtual Currency,"$55,545",New Mexico,2021
Advanced Fee,"$14,246,088",New York,2021
BEC/EAC,"$29,780,087",New York,2021
Charity,"$646,700",New York,2021
Civil Matter,"$120,234",New York,2021
Confidence Fraud/Romance,"$45,235,434",New York,2021
Corporate Data Breach,"$895,788",New York,2021
Credit Card Fraud,"$4,602,884",New York,2021
Crimes Against Children,$0,New York,2021
Criminal Forums,$0,New York,2021
Denial of Service/TDos,"$5,156,477",New York,2021
Employment,"$2,731,633",New York,2021
Extortion,$30,New York,2021
Gambling,"$2,313,508",New York,2021
Government Impersonation,"$70,413",New York,2021
Hacktivist,"$1,253,692",New York,2021
Harassment/Threats of Violence,"$4,539,821",New York,2021
Health Care Related,"$119,958,855",New York,2021
IPR/Copyright and Counterfeit,"$5,845,558",New York,2021
Identity Theft,"$3,780",New York,2021
Investment,$0,New York,2021
Lottery/Sweepstakes/Inheritance,"$72,877,639",New York,2021
Malware/Scareware/Virus,"$2,663,634",New York,2021
Misrepresentation,"$2,390,234",New York,2021
No Lead Value,"$6,800,449",New York,2021
Non-payment/Non-Delivery,"$546,959",New York,2021
Other,"$20,654",New York,2021
Overpayment,"$30,100",New York,2021
Personal Data Breach,"$15,981,653",New York,2021
Phishing/Vishing/Smishing/Pharming,"$2,256,228",New York,2021
Ransomware,"$7,536,693",New York,2021
Re-shipping,"$709,316",New York,2021
Social Media,"$7,270,540",New York,2021
Virtual Currency,"$48,071,948",New York,2021
Advanced Fee,"$314,713",North Carolina,2021
BEC/EAC,"$8,890,926",North Carolina,2021
Charity,"$314,329",North Carolina,2021
Civil Matter,$0,North Carolina,2021
Confidence Fraud/Romance,"$11,307,204",North Carolina,2021
Corporate Data Breach,"$10,092",North Carolina,2021
Credit Card Fraud,"$1,014,806",North Carolina,2021
Crimes Against Children,"$3,225",North Carolina,2021
Criminal Forums,$0,North Carolina,2021
Denial of Service/TDos,"$461,166",North Carolina,2021
Employment,"$2,156,767",North Carolina,2021
Extortion,$0,North Carolina,2021
Gambling,"$951,926",North Carolina,2021
Government Impersonation,$480,North Carolina,2021
Hacktivist,"$4,143,968",North Carolina,2021
Harassment/Threats of Violence,"$898,253",North Carolina,2021
Health Care Related,"$653,065",North Carolina,2021
IPR/Copyright and Counterfeit,"$1,279,723",North Carolina,2021
Identity Theft,$203,North Carolina,2021
Investment,$0,North Carolina,2021
Lottery/Sweepstakes/Inheritance,"$8,800,317",North Carolina,2021
Malware/Scareware/Virus,"$543,859",North Carolina,2021
Misrepresentation,"$207,315",North Carolina,2021
No Lead Value,"$1,025,891",North Carolina,2021
Non-payment/Non-Delivery,"$51,855",North Carolina,2021
Other,"$38,675",North Carolina,2021
Overpayment,$3,North Carolina,2021
Personal Data Breach,"$2,185,806",North Carolina,2021
Phishing/Vishing/Smishing/Pharming,"$150,002",North Carolina,2021
Ransomware,"$931,053",North Carolina,2021
Re-shipping,"$820,500",North Carolina,2021
Social Media,"$862,694",North Carolina,2021
Virtual Currency,"$1,521,274",North Carolina,2021
Advanced Fee,"$139,590",North Dakota,2021
BEC/EAC,"$219,341",North Dakota,2021
Charity,$0,North Dakota,2021
Civil Matter,$0,North Dakota,2021
Confidence Fraud/Romance,"$568,840",North Dakota,2021
Corporate Data Breach,"$650,000",North Dakota,2021
Credit Card Fraud,"$4,795",North Dakota,2021
Crimes Against Children,$0,North Dakota,2021
Criminal Forums,$0,North Dakota,2021
Denial of Service/TDos,"$1,092",North Dakota,2021
Employment,"$5,311",North Dakota,2021
Extortion,$0,North Dakota,2021
Gambling,"$6,999",North Dakota,2021
Government Impersonation,$0,North Dakota,2021
Hacktivist,$0,North Dakota,2021
Harassment/Threats of Violence,$0,North Dakota,2021
Health Care Related,"$27,500",North Dakota,2021
IPR/Copyright and Counterfeit,$0,North Dakota,2021
Identity Theft,$0,North Dakota,2021
Investment,$0,North Dakota,2021
Lottery/Sweepstakes/Inheritance,"$1,013,667",North Dakota,2021
Malware/Scareware/Virus,"$1,412",North Dakota,2021
Misrepresentation,$0,North Dakota,2021
No Lead Value,"$9,488",North Dakota,2021
Non-payment/Non-Delivery,$0,North Dakota,2021
Other,$0,North Dakota,2021
Overpayment,$0,North Dakota,2021
Personal Data Breach,"$183,182",North Dakota,2021
Phishing/Vishing/Smishing/Pharming,"$47,058",North Dakota,2021
Ransomware,"$520,199",North Dakota,2021
Re-shipping,$476,North Dakota,2021
Social Media,"$64,870",North Dakota,2021
Virtual Currency,"$3,500",North Dakota,2021
Advanced Fee,"$2,500",Northern Mariana Islands,2021
BEC/EAC,$0,Northern Mariana Islands,2021
Charity,$0,Northern Mariana Islands,2021
Civil Matter,$0,Northern Mariana Islands,2021
Confidence Fraud/Romance,"$100,000",Northern Mariana Islands,2021
Corporate Data Breach,$0,Northern Mariana Islands,2021
Credit Card Fraud,$0,Northern Mariana Islands,2021
Crimes Against Children,$0,Northern Mariana Islands,2021
Criminal Forums,$0,Northern Mariana Islands,2021
Denial of Service/TDos,"$4,500",Northern Mariana Islands,2021
Employment,$0,Northern Mariana Islands,2021
Extortion,$0,Northern Mariana Islands,2021
Gambling,$0,Northern Mariana Islands,2021
Government Impersonation,$0,Northern Mariana Islands,2021
Hacktivist,$0,Northern Mariana Islands,2021
Harassment/Threats of Violence,$0,Northern Mariana Islands,2021
Health Care Related,$0,Northern Mariana Islands,2021
IPR/Copyright and Counterfeit,$0,Northern Mariana Islands,2021
Identity Theft,$0,Northern Mariana Islands,2021
Investment,$0,Northern Mariana Islands,2021
Lottery/Sweepstakes/Inheritance,$0,Northern Mariana Islands,2021
Malware/Scareware/Virus,$0,Northern Mariana Islands,2021
Misrepresentation,$0,Northern Mariana Islands,2021
No Lead Value,$0,Northern Mariana Islands,2021
Non-payment/Non-Delivery,$0,Northern Mariana Islands,2021
Other,$0,Northern Mariana Islands,2021
Overpayment,$0,Northern Mariana Islands,2021
Personal Data Breach,$0,Northern Mariana Islands,2021
Phishing/Vishing/Smishing/Pharming,$0,Northern Mariana Islands,2021
Ransomware,$0,Northern Mariana Islands,2021
Re-shipping,$0,Northern Mariana Islands,2021
Social Media,$0,Northern Mariana Islands,2021
Virtual Currency,$0,Northern Mariana Islands,2021
Advanced Fee,"$1,416,333",Ohio,2021
BEC/EAC,"$21,668,231",Ohio,2021
Charity,"$727,009",Ohio,2021
Civil Matter,"$211,411",Ohio,2021
Confidence Fraud/Romance,"$19,077,342",Ohio,2021
Corporate Data Breach,"$84,650",Ohio,2021
Credit Card Fraud,"$958,691",Ohio,2021
Crimes Against Children,$500,Ohio,2021
Criminal Forums,$0,Ohio,2021
Denial of Service/TDos,"$1,709,567",Ohio,2021
Employment,"$191,031",Ohio,2021
Extortion,$0,Ohio,2021
Gambling,"$222,403",Ohio,2021
Government Impersonation,"$2,800",Ohio,2021
Hacktivist,"$37,646",Ohio,2021
Harassment/Threats of Violence,"$8,157,792",Ohio,2021
Health Care Related,"$1,866,582",Ohio,2021
IPR/Copyright and Counterfeit,"$504,510",Ohio,2021
Identity Theft,"$1,338",Ohio,2021
Investment,$0,Ohio,2021
Lottery/Sweepstakes/Inheritance,"$3,532,131",Ohio,2021
Malware/Scareware/Virus,"$321,353",Ohio,2021
Misrepresentation,"$925,397",Ohio,2021
No Lead Value,"$2,793,949",Ohio,2021
Non-payment/Non-Delivery,"$44,877",Ohio,2021
Other,$0,Ohio,2021
Overpayment,$0,Ohio,2021
Personal Data Breach,"$2,117,500",Ohio,2021
Phishing/Vishing/Smishing/Pharming,"$102,946",Ohio,2021
Ransomware,"$2,044,816",Ohio,2021
Re-shipping,"$200,425",Ohio,2021
Social Media,"$1,763,802",Ohio,2021
Virtual Currency,"$14,131,442",Ohio,2021
Advanced Fee,"$618,007",Oklahoma,2021
BEC/EAC,"$10,160,354",Oklahoma,2021
Charity,"$52,298",Oklahoma,2021
Civil Matter,"$100,000",Oklahoma,2021
Confidence Fraud/Romance,"$3,232,498",Oklahoma,2021
Corporate Data Breach,"$10,543",Oklahoma,2021
Credit Card Fraud,"$108,426",Oklahoma,2021
Crimes Against Children,$0,Oklahoma,2021
Criminal Forums,$0,Oklahoma,2021
Denial of Service/TDos,"$560,568",Oklahoma,2021
Employment,"$9,980",Oklahoma,2021
Extortion,$0,Oklahoma,2021
Gambling,"$97,047",Oklahoma,2021
Government Impersonation,$700,Oklahoma,2021
Hacktivist,"$532,923",Oklahoma,2021
Harassment/Threats of Violence,"$455,433",Oklahoma,2021
Health Care Related,"$459,138",Oklahoma,2021
IPR/Copyright and Counterfeit,"$124,290",Oklahoma,2021
Identity Theft,$0,Oklahoma,2021
Investment,$0,Oklahoma,2021
Lottery/Sweepstakes/Inheritance,"$1,058,462",Oklahoma,2021
Malware/Scareware/Virus,"$132,890",Oklahoma,2021
Misrepresentation,"$880,807",Oklahoma,2021
No Lead Value,"$212,823",Oklahoma,2021
Non-payment/Non-Delivery,"$39,130",Oklahoma,2021
Other,$0,Oklahoma,2021
Overpayment,"$32,650",Oklahoma,2021
Personal Data Breach,"$1,727,128",Oklahoma,2021
Phishing/Vishing/Smishing/Pharming,"$24,330",Oklahoma,2021
Ransomware,"$457,224",Oklahoma,2021
Re-shipping,"$25,921",Oklahoma,2021
Social Media,"$73,665",Oklahoma,2021
Virtual Currency,"$713,828",Oklahoma,2021
Advanced Fee,"$181,984",Oregon,2021
BEC/EAC,"$2,700,805",Oregon,2021
Charity,"$6,015",Oregon,2021
Civil Matter,"$28,675",Oregon,2021
Confidence Fraud/Romance,"$3,787,905",Oregon,2021
Corporate Data Breach,$0,Oregon,2021
Credit Card Fraud,"$530,518",Oregon,2021
Crimes Against Children,$215,Oregon,2021
Criminal Forums,$0,Oregon,2021
Denial of Service/TDos,"$152,935",Oregon,2021
Employment,"$13,819",Oregon,2021
Extortion,$0,Oregon,2021
Gambling,"$149,189",Oregon,2021
Government Impersonation,$0,Oregon,2021
Hacktivist,"$1,802",Oregon,2021
Harassment/Threats of Violence,"$303,419",Oregon,2021
Health Care Related,"$958,866",Oregon,2021
IPR/Copyright and Counterfeit,"$21,813",Oregon,2021
Identity Theft,$0,Oregon,2021
Investment,$0,Oregon,2021
Lottery/Sweepstakes/Inheritance,"$872,437",Oregon,2021
Malware/Scareware/Virus,"$77,592",Oregon,2021
Misrepresentation,"$112,009",Oregon,2021
No Lead Value,"$214,787",Oregon,2021
Non-payment/Non-Delivery,"$1,287",Oregon,2021
Other,$0,Oregon,2021
Overpayment,$0,Oregon,2021
Personal Data Breach,"$643,843",Oregon,2021
Phishing/Vishing/Smishing/Pharming,"$118,238",Oregon,2021
Ransomware,"$590,202",Oregon,2021
Re-shipping,"$4,901",Oregon,2021
Social Media,"$201,087",Oregon,2021
Virtual Currency,"$1,781,993",Oregon,2021
Advanced Fee,"$438,769",Pennsylvania,2021
BEC/EAC,"$7,606,867",Pennsylvania,2021
Charity,"$21,038",Pennsylvania,2021
Civil Matter,"$27,099",Pennsylvania,2021
Confidence Fraud/Romance,"$8,865,219",Pennsylvania,2021
Corporate Data Breach,"$336,756",Pennsylvania,2021
Credit Card Fraud,"$548,059",Pennsylvania,2021
Crimes Against Children,$225,Pennsylvania,2021
Criminal Forums,$0,Pennsylvania,2021
Denial of Service/TDos,"$344,071",Pennsylvania,2021
Employment,"$84,987",Pennsylvania,2021
Extortion,$689,Pennsylvania,2021
Gambling,"$257,234",Pennsylvania,2021
Government Impersonation,$155,Pennsylvania,2021
Hacktivist,"$190,956",Pennsylvania,2021
Harassment/Threats of Violence,"$1,445,840",Pennsylvania,2021
Health Care Related,"$18,319,063",Pennsylvania,2021
IPR/Copyright and Counterfeit,"$599,531",Pennsylvania,2021
Identity Theft,$0,Pennsylvania,2021
Investment,$0,Pennsylvania,2021
Lottery/Sweepstakes/Inheritance,"$3,801,150",Pennsylvania,2021
